Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
55440232,"The Women of Troy (Women of Troy, #2)",Pat Barker,"Barker, Pat",,385546696,9.78039E+12,5,3.84,Doubleday,Hardcover,304,2021,2021,07/11/2021,17/10/2021,,,read,,,,1,0
56254931,Winter's Orbit,Everina Maxwell,"Maxwell, Everina",,356515885,9.78036E+12,4,4.02,Orbit,Paperback,429,2021,2021,10/10/2021,14/09/2021,,,read,,,,1,0
35880579,Out of the Blue,Sophie Cameron,"Cameron, Sophie",,1250149916,9.78125E+12,2,3.7,Roaring Brook Press,Hardcover,266,2018,2018,01/01/2021,06/05/2021,,,read,,,,1,0
29081916,Only Dull People Are Brilliant at Breakfast,Oscar Wilde,"Wilde, Oscar",,,,5,3.93,Penguin Classics,Kindle Edition,60,2016,2016,,21/09/2021,,,read,,,,1,0
41728452,The Silence of the Girls,Pat Barker,"Barker, Pat",,241983207,9.78024E+12,5,3.91,Penguin,Paperback,325,2019,2018,13/09/2021,08/09/2021,,,read,,,,1,0
3144297,Armada,Brian Patten,"Patten, Brian",,6550398,9.78001E+12,4,4.35,Flamingo,Paperback,83,1996,1996,10/09/2021,09/09/2021,,,read,,,,1,0
24874348,Woman Much Missed,Thomas Hardy,"Hardy, Thomas",,141398310,9.78014E+12,4,3.62,Penguin Classics,Paperback,56,2015,1914,08/09/2021,08/09/2021,,,read,,,,1,0
18692995,The Goldfinch,Donna Tartt,"Tartt, Donna",,,,5,3.93,Abacus,Paperback,867,2014,2013,07/09/2021,23/08/2021,,,read,,,,1,0
55755038,Daughters of Sparta,Claire Heywood,"Heywood, Claire",,1529349931,9.78153E+12,5,3.9,Hodder & Stoughton,Hardcover,336,2021,2021,23/08/2021,19/08/2021,,,read,,,,1,0
53817428,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,,,4,4.23,Tinder Press ,Paperback,372,2021,2020,18/08/2021,15/08/2021,,,read,,,,1,0
18209465,Orange Is the New Black: My Year in a Women's Prison,Piper Kerman,"Kerman, Piper",,812986180,9.78081E+12,5,3.72,Spiegel & Grau,Paperback,352,2013,2010,01/07/2020,06/05/2021,,,read,,,,1,0
57804113,The Children of Jocasta,Natalie Haynes,"Haynes, Natalie",,1529057132,9.78153E+12,5,3.94,Pan MacMillan,Paperback,352,2021,2017,15/08/2021,13/08/2021,,,read,,,,1,0
34369803,If We Were Villains,M.L. Rio,"Rio, M.L.",,1785656473,9.78179E+12,5,4.23,Titan Books Ltd,Paperback,432,2017,2017,13/08/2021,10/08/2021,,,read,,,,1,0
48806694,Ariadne,Jennifer Saint,"Saint, Jennifer",,1472273869,9.78147E+12,5,3.82,Wildfire,Hardcover,389,2021,2021,09/08/2021,07/08/2021,,,read,,,,1,0
44012235,Folk,Zoe  Gilbert,"Gilbert, Zoe",,1408884313,9.78141E+12,4,3.82,Bloomsbury Publishing PLC,Paperback,256,2019,2018,07/08/2021,06/08/2021,,,read,,,,1,0
30965619,"A Closed and Common Orbit (Wayfarers, #2)",Becky  Chambers,"Chambers, Becky",,147362147X,9.78147E+12,5,4.36,Hodder & Stoughton,Paperback,365,2017,2016,05/08/2021,03/08/2021,,,read,,,,1,0
36614401,The Little Friend,Donna Tartt,"Tartt, Donna",,,,4,3.47,Bloomsbury,Paperback,555,2005,2002,30/07/2021,25/07/2021,,,read,,,,1,0
57188408,Troy: Our Greatest Story Retold,Stephen Fry,"Fry, Stephen",,1405944463,9.78141E+12,4,4.36,Penguin,Paperback,414,2021,2020,25/07/2021,23/07/2021,,,read,,,,1,0
386162,"The Hitchhiker's Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,,,4,4.23,Del Rey,Paperback,193,2007,1979,01/08/2020,07/05/2021,,,read,,,,2,0
48768043,A Thousand Ships,Natalie Haynes,"Haynes, Natalie",,1509836217,9.78151E+12,5,4.1,Picador USA,Paperback,368,2020,2019,23/07/2021,20/07/2021,,,read,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,163557563X,9.78164E+12,5,4.25,Bloomsbury,Hardcover,245,2020,2020,02/07/2021,29/06/2021,favourites,favourites (#3),read,,,,1,0
41045102,Circe,Madeline Miller,"Miller, Madeline",,1408890046,9.78141E+12,5,4.25,Bloomsbury Publishing,Paperback,336,2019,2018,13/07/2021,09/07/2021,favourites,favourites (#2),read,,,,1,0
29408433,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,1447294831,9.78145E+12,5,4.34,Picador,Paperback,720,2016,2015,29/05/2021,06/05/2021,favourites,favourites (#1),read,,,,1,0
52544164,On Earth We’re Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,1529110688,9.78153E+12,4,4.05,Vintage,Paperback,242,2020,2019,19/07/2021,16/07/2021,,,read,,,,1,0
36680917,All My Puny Sorrows,Miriam Toews,"Toews, Miriam",,571340997,9.78057E+12,4,3.99,Faber  Faber,Paperback,321,2018,2014,09/07/2021,05/07/2021,,,read,,,,1,0
107896,Starter for Ten,David Nicholls,"Nicholls, David",,345498127,9.78035E+12,4,3.61,Villard,Paperback,338,2007,2003,05/07/2021,02/07/2021,,,read,,,,1,0
48963430,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,1526619210,9.78153E+12,4,4.1,Bloomsbury Publishers Ltd,Paperback,304,2019,2017,29/06/2021,27/06/2021,,,read,,,,1,0
58028296,The Song of Achilles,Madeline Miller,"Miller, Madeline",,1408891387,9.78141E+12,5,4.38,Bloomsbury,Paperback,352,2017,2011,27/06/2021,02/06/2021,,,read,,,,1,0
70897,The Secret History,Donna Tartt,"Tartt, Donna",,140167773,9.78014E+12,5,4.17,Penguin Books,Paperback,629,1993,1992,13/06/2021,02/06/2021,,,read,,,,1,0
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia","جرجس منسي, Eudora Welty",,,4,3.79,Harvest Books,Paperback,209,1989,1927,03/06/2021,30/05/2021,,,read,,,,1,0
56719849,All the Young Dudes: Christmas Compilation,MsKingBean89,"MsKingBean89, MsKingBean89",,,,5,4.62,Archive of Our Own,ebook,25,2017,,01/03/2021,07/05/2021,,,read,,,,1,0
56720643,All the Young Dudes: Bootleg Tapes,MsKingBean89,"MsKingBean89, MsKingBean89",,,,5,4.58,Archive of Our Own,ebook,49,2018,,01/03/2021,07/05/2021,,,read,,,,1,0
15724396,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,"Riordan, Rick",,1423160916,9.78142E+12,4,4.24,Disney-Hyperion Books,Hardcover,499,2015,2015,21/05/2021,21/05/2021,,,read,,,,1,0
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,,,4,3.83,Scholastic Press,Kindle Edition,541,2020,2020,01/06/2020,06/05/2021,,,read,,,,1,0
17716,Waiting for Godot,Samuel Beckett,"Beckett, Samuel",,,,4,3.84,Grove,Paperback,109,2011,1952,01/09/2020,06/05/2021,,,read,,,,1,0
34659293,Heretics Anonymous,Katie Henry,"Henry, Katie",,62698877,9.78006E+12,4,3.85,Katherine Tegen Books,Hardcover,329,2018,2018,28/12/2020,06/05/2021,,,read,,,,1,0
